CLIENTID	service_id0	userid	product_obj_id0	deal_obj_id0	PLAN_DESCR	PLAN_START_DATE	PLAN_END_DATE	ORDER_DATE	ID	SnapshotDate	plan_obj_id0	ActivationTag	RecordTypeName
12690768236	12690769132	12661718568	10227133809	8873625250	Select - 36mo - 527.67_395.64 + Traffic - 36mo w/3mo Savings	2021-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 23:50:48.000	14753360	2018-04-04 00:00:00.000	12661486955	NONE	NULL
12690839301	12690837893	12661718568	319420925	11203245823	Mostly Music - 24mo + Traffic - 24mo w/2mo Savings	2018-04-01 23:25:13.000	2018-04-01 23:25:13.000	2018-04-01 23:11:19.000	14753361	2018-04-04 00:00:00.000	12661487979	NULL	NULL
12690790025	12690788425	12661718568	12661487998	12661488309	Promo - Select - 6mo - 29.94	2018-04-01 00:00:00.000	2018-10-01 00:00:00.000	2018-04-01 23:57:27.000	14753365	2018-04-04 00:00:00.000	12661487731	Winbacks	NULL
12690851240	12690850408	12661718568	3439532862	6802671094	Premier Family Friendly Add-on - 12mo + Sponsored - OEM Trial - All Access - 12mo - 81.50	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 23:59:12.000	14753366	2018-04-04 00:00:00.000	12661485613	NONE	NULL
12690837389	12690835789	12661718568	12661474628	12661488553	Premier Family Friendly Add-on - 1mo	2018-04-01 00:00:00.000	2018-07-01 00:00:00.000	2018-04-01 23:46:58.000	14753367	2018-04-04 00:00:00.000	12661487821	Winbacks	NULL
12690825672	12690826280	12661718568	12661487405	12661487405	All Access - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 23:03:19.000	14753368	2018-04-04 00:00:00.000	12661487405	Winbacks	NULL
12690782263	12693159264	12661718568	12661487533	12661487533	All Access Family Friendly - 12mo	2018-04-01 23:52:39.000	2018-04-01 23:52:39.000	2018-04-01 23:45:36.000	14753369	2018-04-04 00:00:00.000	12661487533	Winbacks	NULL
12690842469	12690843365	12661718568	12661487405	12661487405	All Access - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 23:21:47.000	14753370	2018-04-04 00:00:00.000	12661487405	NULL	NULL
12690782263	12693159264	12661718568	12661488522	12661486661	Introductory - Responder - 12mo w/1mo Savings	2018-04-01 00:00:00.000	2018-04-01 23:52:39.000	2018-04-01 23:45:36.000	14753371	2018-04-04 00:00:00.000	12661485859	Winbacks	NULL
12690782263	12693159264	12661718568	12661487427	12661487427	Introductory - All Access Family Friendly - 12mo	2018-04-01 00:00:00.000	2018-04-01 23:52:39.000	2018-04-01 23:45:36.000	14753372	2018-04-04 00:00:00.000	12661487427	Winbacks	NULL
12690825672	12690826280	12661718568	12661485891	12661485891	Introductory - All Access - 12mo	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 23:03:19.000	14753374	2018-04-04 00:00:00.000	12661485891	Winbacks	NULL
12690842469	12690843365	12661718568	12661485891	12661485891	Introductory - All Access - 12mo	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 23:21:47.000	14753375	2018-04-04 00:00:00.000	12661485891	NULL	NULL
12690768236	12690769132	12661718568	12289693442	759590724	Introductory - Select - 36mo - 495.69_395.64 + Introductory - Traffic - 36mo w/5mo Savings	2018-04-01 00:00:00.000	2021-04-01 00:00:00.000	2018-04-01 23:42:48.000	14753376	2018-04-04 00:00:00.000	12661487395	NONE	NULL
12690819507	12690820211	12661718568	12661488330	12661485893	Introductory - Select Family Friendly - 36mo - 495.69_395.64	2018-04-01 00:00:00.000	2021-04-01 00:00:00.000	2018-04-01 23:56:12.000	14753377	2018-04-04 00:00:00.000	12661488291	NONE	NULL
12690839301	12690837893	12661718568	12661488586	12661486917	Introductory - Traffic - 24mo w/3mo Savings	2018-04-01 00:00:00.000	2018-04-01 23:25:13.000	2018-04-01 23:11:19.000	14753378	2018-04-04 00:00:00.000	12661489059	NULL	NULL
12690782263	12693159264	12661718568	12661487427	12661487427	Introductory - All Access Family Friendly - 12mo	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 23:52:39.000	14753379	2018-04-04 00:00:00.000	12661487427	Winbacks	NULL
12690841707	12690842987	12661718568	12661487850	12661489349	Mostly Music - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 23:29:46.000	14753380	2018-04-04 00:00:00.000	12661487971	Winbacks	NULL
12690843834	12690845114	12661718568	12661488106	12661488069	Mostly Music - 24mo	2021-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 22:54:57.000	14753381	2018-04-04 00:00:00.000	12661489507	NONE	NULL
12690857632	12690856032	12661718568	12661488330	12661485893	Introductory - Select Family Friendly - 36mo - 495.69_395.64	2018-04-01 00:00:00.000	2021-04-01 00:00:00.000	2018-04-01 23:23:51.000	14753382	2018-04-04 00:00:00.000	12661488291	NONE	NULL
12690774932	12690775636	12661718568	11522548027	2822086044	Promo - All Access - 12mo - 119.88 + Introductory - Traffic - 12mo w/1mo Savings + Introductory - Travel Link - 12mo w/1mo Savings	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 23:51:42.000	14753384	2018-04-04 00:00:00.000	12661488547	NONE	NULL
12690782263	12693159264	12661718568	12661487533	12661487533	All Access Family Friendly - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 23:52:39.000	14753386	2018-04-04 00:00:00.000	12661487533	Winbacks	NULL
12690841707	12690842987	12661718568	12661488050	12661487749	Introductory - Mostly Music - 12mo	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 23:29:46.000	14753388	2018-04-04 00:00:00.000	12661485763	Winbacks	NULL
12690841707	12690845035	12661718568	12661488466	12661487109	Introductory - Internet Radio - 12mo - 175.89_119.88	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 23:29:46.000	14753389	2018-04-04 00:00:00.000	12661489315	NONE	NULL
12690829032	12690827288	12661718568	12661487890	12661488633	Internet Radio - 3mo	2018-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 23:47:18.000	14753391	2018-04-04 00:00:00.000	12661488747	New Sales	NULL
12690846154	12690846762	12661718568	4421810099	1995608399	Select Family Friendly - 1mo + Pilot Preferred - 1mo	2018-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 23:06:55.000	14753393	2018-04-04 00:00:00.000	12661489355	NONE	NULL
12690846154	12690848810	12661718568	12661488546	12661486841	Internet Radio - 1mo	2018-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 23:06:55.000	14753394	2018-04-04 00:00:00.000	12661485675	NONE	NULL
12690842374	12690843270	12661718568	12661488564	12661486745	Business Internet Radio - 24mo - 719.76_311.76	2018-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 23:49:09.000	14753396	2018-04-04 00:00:00.000	12661486061	NONE	NULL
12690841941	12690842837	12661718568	4266516157	996721779	All Access - 1mo + Traffic - 1mo + Travel Link - 1mo	2018-10-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 23:54:33.000	14753397	2018-04-04 00:00:00.000	12661485741	NONE	NULL
12690774932	12690775636	12661718568	167786479	2643850228	All Access - 12mo + Travel Link - 12mo + Traffic - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 23:51:42.000	14753398	2018-04-04 00:00:00.000	12661487405	NONE	NULL
12690838043	12690839323	12661718568	10466091717	7209996646	Select - 3mo + Suspension - Seasonal Suspension - 3mo - 5.00	2018-04-01 00:00:00.000	2018-07-01 00:00:00.000	2018-04-01 23:26:39.000	14753399	2018-04-04 00:00:00.000	12661486219	NONE	NULL
12690718705	12690716937	12661842378	12661488466	12661487109	Introductory - Internet Radio - 12mo - 175.89_119.88	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 17:57:13.000	14753400	2018-04-04 00:00:00.000	12661489315	New Sales	NULL
12690374819	12690378147	12661842378	12661488050	12661487749	Introductory - Mostly Music - 12mo	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 18:06:36.000	14753401	2018-04-04 00:00:00.000	12661486531	New Sales	NULL
12690812433	12690811025	12661842378	12661488466	12661487109	Introductory - Internet Radio - 12mo - 175.89_119.88	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 17:58:01.000	14753402	2018-04-04 00:00:00.000	12661489315	New Sales	NULL
12690798937	12690799833	12661842378	12661488466	12661487109	Introductory - Internet Radio - 12mo - 175.89_119.88	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 17:54:40.000	14753403	2018-04-04 00:00:00.000	12661489315	New Sales	NULL
12690764383	12690765663	12661842378	12661488466	12661487109	Introductory - Internet Radio - 12mo - 175.89_119.88	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 17:54:53.000	14753406	2018-04-04 00:00:00.000	12661489315	New Sales	NULL
12690765631	12690764223	12661842378	12661488466	12661487109	Introductory - Internet Radio - 12mo - 175.89_119.88	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 17:55:55.000	14753407	2018-04-04 00:00:00.000	12661489315	New Sales	NULL
12690778283	12690779563	12661842378	12661488466	12661487109	Introductory - Internet Radio - 12mo - 175.89_119.88	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 17:59:12.000	14753408	2018-04-04 00:00:00.000	12661489315	New Sales	NULL
12690785758	12690784830	12661842378	12661488466	12661487109	Introductory - Internet Radio - 12mo - 175.89_119.88	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 17:57:25.000	14753409	2018-04-04 00:00:00.000	12661489315	New Sales	NULL
12690729135	12690730415	12661842378	12661488466	12661487109	Introductory - Internet Radio - 12mo - 175.89_119.88	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 17:56:24.000	14753410	2018-04-04 00:00:00.000	12661489315	New Sales	NULL
12690730479	12690729503	12661842378	12661488466	12661487109	Introductory - Internet Radio - 12mo - 175.89_119.88	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 17:57:41.000	14753411	2018-04-04 00:00:00.000	12661489315	New Sales	NULL
12690780040	12690778440	12661842378	12661488466	12661487109	Introductory - Internet Radio - 12mo - 175.89_119.88	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 17:58:52.000	14753412	2018-04-04 00:00:00.000	12661489315	New Sales	NULL
12690784050	12690782642	12661842378	12661488466	12661487109	Introductory - Internet Radio - 12mo - 175.89_119.88	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 17:55:17.000	14753413	2018-04-04 00:00:00.000	12661489315	New Sales	NULL
12690779753	12690778345	12661842378	12661488466	12661487109	Introductory - Internet Radio - 12mo - 175.89_119.88	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 17:58:31.000	14753414	2018-04-04 00:00:00.000	12661489315	New Sales	NULL
12690820674	12690819266	12661842378	12661488466	12661487109	Introductory - Internet Radio - 12mo - 175.89_119.88	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 17:55:40.000	14753415	2018-04-04 00:00:00.000	12661489315	New Sales	NULL
12690818210	12690817954	12661842378	12661488466	12661487109	Introductory - Internet Radio - 12mo - 175.89_119.88	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 17:56:06.000	14753416	2018-04-04 00:00:00.000	12661489315	New Sales	NULL
12690806419	12690804819	12661842378	12661488466	12661487109	Introductory - Internet Radio - 12mo - 175.89_119.88	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 17:56:40.000	14753417	2018-04-04 00:00:00.000	12661489315	New Sales	NULL
12690800872	12690802152	12661842378	12661488466	12661487109	Introductory - Internet Radio - 12mo - 175.89_119.88	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 17:58:12.000	14753418	2018-04-04 00:00:00.000	12661489315	New Sales	NULL
12690370360	12690368952	12661842378	12661488050	12661487749	Introductory - Mostly Music - 12mo	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 18:03:01.000	14753419	2018-04-04 00:00:00.000	12661486531	New Sales	NULL
12690445608	12690444968	12661842378	12661489453	12661489453	All Access - 12mo - wActv	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 18:05:55.000	14753420	2018-04-04 00:00:00.000	12661489453	New Sales	NULL
12690290414	12690288670	12661842378	12661488481	12661487349	Select - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 18:05:07.000	14753421	2018-04-04 00:00:00.000	12661485963	New Sales	NULL
12690313660	12690314364	12661842378	12661487690	12661488709	Introductory - Select - 12mo - 175.89_131.88	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 18:03:42.000	14753422	2018-04-04 00:00:00.000	12661488931	New Sales	NULL
12690374819	12690378147	12661842378	12661487850	12661489349	Mostly Music - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 18:06:36.000	14753423	2018-04-04 00:00:00.000	12661488995	New Sales	NULL
12690370360	12690368952	12661842378	12661487850	12661489349	Mostly Music - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 18:03:01.000	14753424	2018-04-04 00:00:00.000	12661488995	New Sales	NULL
12687917585	12687920913	12661842378	12661489453	12661489453	All Access - 12mo - wActv	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 18:04:24.000	14753425	2018-04-04 00:00:00.000	12661489453	New Sales	NULL
12690778283	12690779563	12661842378	12661488162	12661486457	Internet Radio - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 17:59:12.000	14753426	2018-04-04 00:00:00.000	12661489579	New Sales	NULL
12690820674	12690819266	12661842378	12661488162	12661486457	Internet Radio - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 17:55:40.000	14753427	2018-04-04 00:00:00.000	12661489579	New Sales	NULL
12690812433	12690811025	12661842378	12661488162	12661486457	Internet Radio - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 17:58:01.000	14753428	2018-04-04 00:00:00.000	12661489579	New Sales	NULL
12690359638	12690358998	12661842378	12661487690	12661488709	Introductory - Select - 12mo - 175.89_131.88	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 18:07:17.000	14753429	2018-04-04 00:00:00.000	12661488931	New Sales	NULL
12690290414	12690288670	12661842378	12661487690	12661488709	Introductory - Select - 12mo - 175.89_131.88	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 18:05:07.000	14753430	2018-04-04 00:00:00.000	12661488931	New Sales	NULL
12687917585	12687920913	12661842378	12661487939	12661487939	Introductory - All Access - 12mo - wActv	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 18:04:24.000	14753431	2018-04-04 00:00:00.000	12661487939	New Sales	NULL
12690445608	12690444968	12661842378	12661487939	12661487939	Introductory - All Access - 12mo - wActv	2018-04-01 00:00:00.000	2019-04-01 00:00:00.000	2018-04-01 18:05:55.000	14753432	2018-04-04 00:00:00.000	12661487939	New Sales	NULL
12690800872	12690802152	12661842378	12661488162	12661486457	Internet Radio - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 17:58:12.000	14753433	2018-04-04 00:00:00.000	12661489579	New Sales	NULL
12690730479	12690729503	12661842378	12661488162	12661486457	Internet Radio - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 17:57:41.000	14753434	2018-04-04 00:00:00.000	12661489579	New Sales	NULL
12690818210	12690817954	12661842378	12661488162	12661486457	Internet Radio - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 17:56:06.000	14753436	2018-04-04 00:00:00.000	12661489579	New Sales	NULL
12690798937	12690799833	12661842378	12661488162	12661486457	Internet Radio - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 17:54:40.000	14753438	2018-04-04 00:00:00.000	12661489579	New Sales	NULL
12690779753	12690778345	12661842378	12661488162	12661486457	Internet Radio - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 17:58:31.000	14753439	2018-04-04 00:00:00.000	12661489579	New Sales	NULL
12690718705	12690716937	12661842378	12661488162	12661486457	Internet Radio - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 17:57:13.000	14753440	2018-04-04 00:00:00.000	12661489579	New Sales	NULL
12690765631	12690764223	12661842378	12661488162	12661486457	Internet Radio - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 17:55:55.000	14753441	2018-04-04 00:00:00.000	12661489579	New Sales	NULL
12690359638	12690358998	12661842378	12661488481	12661487349	Select - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 18:07:17.000	14753442	2018-04-04 00:00:00.000	12661485963	New Sales	NULL
12690784050	12690782642	12661842378	12661488162	12661486457	Internet Radio - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 17:55:17.000	14753443	2018-04-04 00:00:00.000	12661489579	New Sales	NULL
12690764383	12690765663	12661842378	12661488162	12661486457	Internet Radio - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 17:54:53.000	14753444	2018-04-04 00:00:00.000	12661489579	New Sales	NULL
12690780040	12690778440	12661842378	12661488162	12661486457	Internet Radio - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 17:58:52.000	14753445	2018-04-04 00:00:00.000	12661489579	New Sales	NULL
12690785758	12690784830	12661842378	12661488162	12661486457	Internet Radio - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 17:57:25.000	14753446	2018-04-04 00:00:00.000	12661489579	New Sales	NULL
12690729135	12690730415	12661842378	12661488162	12661486457	Internet Radio - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 17:56:24.000	14753447	2018-04-04 00:00:00.000	12661489579	New Sales	NULL
12690313660	12690314364	12661842378	12661488481	12661487349	Select - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 18:03:42.000	14753448	2018-04-04 00:00:00.000	12661485963	New Sales	NULL
12690806419	12690804819	12661842378	12661488162	12661486457	Internet Radio - 12mo	2019-04-01 00:00:00.000	1969-12-31 19:00:00.000	2018-04-01 17:56:40.000	14753449	2018-04-04 00:00:00.000	12661489579	New Sales	NULL
